symbol,close_price,sma_10,sma_20,rsi,volatility,volume_ratio,price_change_1d,price_change_5d,high_low_ratio,target
BTC/USDT,108086.38168246296,108392.15376051726,108408.86228621932,64.42512155681828,0.07031265374288397,0.5608697705447386,-0.0032716504141092105,-0.08786360836025586,1.0064431296867138,0
BTC/USDT,111871.3411616747,112319.83082000693,111220.822191998,42.37503423413041,0.0654932720611906,0.9050547009352987,-0.07873206462697072,0.08203032135807242,1.0109770379311536,1
BTC/USDT,112802.4478706931,111929.29958229062,108354.94814054131,44.175103261876274,0.06831209263674658,0.8032949410992767,0.08572459256181378,0.010235685499233461,1.0084455807843518,0
BTC/USDT,110094.07862643016,109382.63082355572,107772.06407413547,38.93736543756449,0.07208883626388803,1.157165545796934,0.05806400126769125,-0.03469313684174945,1.0194913031612602,1
BTC/USDT,110344.99645138516,110935.65109374121,110723.907768058,51.86230958559,0.04499195952807063,0.5094991832402191,0.01458650179496155,-0.288928582413938,1.0190428615133698,1
BTC/USDT,115430.58128539943,115838.37699613864,118506.59702491162,50.29683907332638,0.06951096909553754,0.5143026335146691,0.000846975754445504,0.032288132715778094,1.0068404176919317,0
BTC/USDT,107494.59153765292,107442.51843784133,108677.687384284,34.56725272832964,0.054944829986137235,1.929119407836481,-0.10443850682860914,0.009279445775488374,1.0192659374191524,1
BTC/USDT,110606.674333861,110774.50625499389,110517.46124279723,69.47884592023709,0.04881960493759882,1.8474728539629444,-0.0073217619082744075,-0.038378640280112154,1.0178471982473452,1
BTC/USDT,115239.57494309466,114895.305433764,116223.57762552748,45.13052329464534,0.027957823775861004,1.3162754349235373,0.0887597758330795,0.02741564707173614,1.0150006793869863,0
BTC/USDT,121045.55698872422,122350.23246803858,122597.0932714086,53.149206274061726,0.058330798595953796,1.425182005483498,-0.08124316311593231,0.030740022077924374,1.020445696013006,0
BTC/USDT,124162.99431179093,124962.69436508534,121752.97566451084,43.26278861671941,0.07059076430641213,1.513442880037075,0.023560918745597875,-0.09812949026263038,1.0111157213416164,0
BTC/USDT,111766.99546029077,112144.75586485237,113222.47000339131,67.92211289676698,0.039607206297297574,1.8554704986907615,-0.03430072339368201,-0.0685376997130018,1.021896647392995,1
BTC/USDT,104071.65154748622,103663.34756588443,102857.20474128626,30.148681135712177,0.055662566237181625,1.8259828653754087,-0.024130411621776347,0.12420696634811008,1.011764471607129,1
BTC/USDT,105521.8751985794,106328.8904697501,105439.54652132055,50.271950112482735,0.0676211017299073,0.7300560669448037,0.016150341017716653,0.005124754261000416,1.0233822869050941,0
BTC/USDT,102316.78427876516,101328.95261462042,102036.70554326796,54.90550847939709,0.039617598561366735,0.8038418005146537,0.03985617582315958,-0.20874507793752378,1.0135058412212803,0
BTC/USDT,102315.65830388962,101234.64586044704,101414.25321891518,67.89347804346286,0.06712712300102935,1.2368623190950068,0.05170797322639856,-0.009927724210157085,1.017137466768307,0
BTC/USDT,112261.78950019222,113522.43876338747,109716.17475919271,59.91559438954772,0.042793792239108695,0.7023544401193584,0.010591704045864072,0.047115632284768484,1.019255068499871,1
BTC/USDT,109219.38186925829,108636.111211214,108835.59615686818,40.144727628408766,0.056195267058686264,0.9598468955603799,-0.08037380962912367,0.03190849754309964,1.0180926134206918,0
BTC/USDT,102635.44224108981,101078.44783072756,101272.5327827043,38.48809749342247,0.0440607683810121,1.072703838882878,0.017769888867953477,-0.06250946777216428,1.0149494501540484,1
BTC/USDT,103953.81920516385,102367.77375853881,103400.97280595588,35.390346032380236,0.048939708015448495,0.9969206235581358,0.03738529628215325,0.027667411806297455,1.0178928757941383,1
BTC/USDT,100683.37219463737,100012.43320306278,100181.00848550825,59.87691177958794,0.04276716238836699,1.0123984327933646,0.05802867074678746,-0.08124744725296142,1.0115307788402041,0
BTC/USDT,99375.82195574818,98197.53587893354,96453.8356733462,30.028544451017112,0.03623233195079056,1.8178980575647663,0.040352550133098374,-0.17501025711516788,1.0188423137709355,1
BTC/USDT,99102.89193466888,99412.45713574272,101698.64386219629,46.83394395329327,0.06915435039695568,1.564611443732244,-0.04076763129984215,-0.2531451225838072,1.010552154483435,0
BTC/USDT,94366.78847474878,93782.611698729,97358.05795590892,56.236653666154346,0.033834367999419704,1.1665727083424349,-0.01455756545530555,-0.04416945135472771,1.0170413359967752,1
BTC/USDT,95723.9083435017,94235.52924566115,94836.90235712785,50.35555357186617,0.03646690371314685,0.7536899689245933,-0.00893029175108626,-0.1456616978655386,1.0182176564693084,1
BTC/USDT,100114.75966806855,98558.60622328629,97262.62312849457,58.20250762331664,0.0737983153570374,1.253193875887391,-0.008733701917350607,0.05238383362419385,1.017558318214227,1
BTC/USDT,97603.91173593095,95930.40588612072,94037.02159132194,62.358502249152686,0.027290113534348067,0.7891923843890558,-0.022926642004399738,-0.10443185745925594,1.005624715388153,1
BTC/USDT,100396.03642253687,99082.22671822552,98874.54295943092,69.52727934708624,0.06615938620378976,0.7437964397798984,-0.001599793664982243,0.1470671012744346,1.0200152078177578,1
BTC/USDT,107282.01863526065,108198.06649669608,110551.01913707612,56.7640186665229,0.06207646135382916,1.252798792757955,0.04926338185211365,0.1796709977460786,1.0188262061082949,0
BTC/USDT,97794.4206682042,98040.7582639185,99880.50286612929,59.260327912975804,0.0632478590911713,1.003027036249782,0.011764290540502353,-0.20965452976967824,1.0059503735864408,0
BTC/USDT,102329.13708954425,102895.30940660182,104539.383178958,49.96814060973762,0.030884511647898294,0.7040813992968751,-0.038097221232752033,0.06524169434625564,1.006947822385407,1
BTC/USDT,106763.17689550051,107176.85342611173,106751.26613414618,39.9976402943024,0.03951075208574998,1.57025012980509,-0.02301533554772688,-0.17661396413193686,1.018523604741593,1
BTC/USDT,104537.51676735072,105488.42729742809,104130.29190975879,51.605355044704766,0.035853656048583225,1.276331811170484,0.024988080435719574,0.03581725634031228,1.0074352230717452,1
