ts,open,high,low,close,volume,symbol,category,source
2025-08-16 04:45:34.898454,2441.7774459210164,2452.6063916946146,2429.5788390179796,2444.767873052279,1213876,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 05:45:34.898454,2421.710833774712,2429.229391587576,2406.620776446043,2417.292932871161,7859190,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 06:45:34.898454,2378.504986973887,2385.9400960797507,2370.7876120441942,2379.7176570703364,1368517,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 07:45:34.898454,2309.5910523126454,2317.2372085657603,2304.4582520994286,2310.656437091005,14079550,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 08:45:34.898454,2319.94018944983,2332.256276467966,2310.703704612919,2321.659040173083,2765157,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 09:45:34.898454,2316.9768210290986,2324.833843500702,2310.802909681623,2315.5125881125177,8114980,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 10:45:34.898454,2396.728014751827,2405.7657974123417,2393.567771830652,2400.7921669860475,3669979,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 11:45:34.898454,2421.310694823957,2426.3098404303755,2411.703661135287,2422.041182812346,3852371,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 12:45:34.898454,2498.907992800095,2504.859275676391,2491.1753621733246,2494.354215226858,4813054,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 13:45:34.898454,2431.147476621713,2442.857758168803,2421.248724399333,2428.0776161433105,2046181,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 14:45:34.898454,2469.786512810264,2476.1291766967092,2463.1171711770917,2471.788497204782,3763402,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 15:45:34.898454,2590.1934329111073,2596.8292750604005,2584.340044010129,2589.763314405989,4176812,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 16:45:34.898454,2571.8079896197555,2581.6252490819074,2557.7317748182018,2568.440295450107,4997783,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 17:45:34.898454,2595.6600641033783,2604.133734645035,2586.8766795227934,2596.947120592862,497956,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 18:45:34.898454,2675.445670255952,2678.8662091472715,2667.9311451383496,2673.945716559037,2298483,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 19:45:34.898454,2644.941458599009,2654.2424906797733,2630.937504334138,2642.3656340074,1191178,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 20:45:34.898454,2737.1123293818764,2749.9430542392415,2733.608694295025,2736.649448656854,10024075,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 21:45:34.898454,2835.157393960229,2851.009831910442,2827.495729564338,2839.852752642685,2561413,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
2025-08-16 22:45:34.898454,2800.511774153885,2809.752355151612,2786.58744617456,2796.822589837577,2654356,RELIANCE.NSE,INDIAN_STOCKS,generated_realistic
